분류1,분류2,분류3(기전),성분명,상품명
[7. 소화기계질환],소화성궤양 치료제,제산제,Mg(OH)2,마그밀
[7. 소화기계질환],소화성궤양 치료제,제산제,NaHCO3,타스나[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,제산제,CaCO3,씨씨본[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,제산제,Al+Mg,알마겔[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,제산제,Ca+HCO3+Algin,개비스콘[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,제산제,Boehmite,노루모[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,H2 blocker,Famotidine,가스터[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,H2 blocker,Lafutidine,스토가[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,H2 blocker,Roxatidine,록산[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,H2 blocker,Cimetidine,타가메트[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,H2 blocker,Nizatidine,액시드[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,H2 blocker,Ranitidine,알비스(취하)[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,PPI,Pantoprazole,판토록[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,PPI,Lansoprazole,란스톤[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,PPI,S-Pantoprazole,레토프라[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,PPI,Dexlansoprazole,덱실란트[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,PPI,Ilaprazole,놀텍[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,PPI,Omeprazole,오메드[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,PPI,Esomeprazole,넥시움[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,PPI,Esomeprazole,에소메졸[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,PPI,Rabeprazole,파리에트[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,PPI,Rabe+NaHCO3,라베뉴[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,P-CAB,Tegoprazan,케이캡[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,P-CAB,Zastaprazan,자큐보[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,P-CAB,Fexuprazan,펙수클루[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,P-CAB,Vonoprazan,보신티(취하)[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,P-CAB,Revaprazan,레바넥스[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,점막보호제,Irsogladine,가스론엔[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,점막보호제,Polaprezinc,프로맥[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,점막보호제,Tri K Bismuth,데놀[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,점막보호제,Na Alginate,라미나지[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,점막보호제,Rebamipide,무코스타[cite: 1]
[7. 소화기계질환],소화성궤양 치료제,점막보호제,Artemisia 95%,스티렌투엑스[cite: 1]
[7. 소화기계질환],하제,염류 하제,Mg(OH)2,마그밀[cite: 1]
[7. 소화기계질환],하제,팽창성 하제,Polycarbophil Ca,실콘[cite: 1]
[7. 소화기계질환],하제,윤활성 하제,Glycerin,그린관장약[cite: 1]
[7. 소화기계질환],하제,자극성 하제,Bisacodyl,둘코락스[cite: 1]
[7. 소화기계질환],하제,연화성+삼투성,Docusate+Sorbitol,얄액[cite: 1]
[7. 소화기계질환],하제,연화성+자극성,Docusate+Bisacodyl,듀오락스[cite: 1]
[7. 소화기계질환],하제,UDCA+연화성+자극성+침윤성 하제,UDCA+Docusate+Bisacodyl+Casanthranol,메이킨큐[cite: 1]
[7. 소화기계질환],하제,자극성 하제,Agiolax,아기오[cite: 1]
[7. 소화기계질환],하제,자극성 하제,Agiolax,아락실[cite: 1]
[7. 소화기계질환],지사제,정장제,Rhamnosus,람노스[cite: 1]
[7. 소화기계질환],지사제,정장제,Saccharomyces Boulardii,비오플산[cite: 1]
[7. 소화기계질환],지사제,정장제,Saccharomyces Boulardii,비오플캡슐[cite: 1]
[7. 소화기계질환],지사제,정장제,Bacillus Subtilis + Enterococcus Faecium,메디락에스[cite: 1]
[7. 소화기계질환],지사제,정장제,Bacillus Subtilis + Enterococcus Faecium,메디락디에스[cite: 1]
[7. 소화기계질환],지사제,정장제,Bacillus Subtilis + Enterococcus Faecium,메디락에스산[cite: 1]
[7. 소화기계질환],지사제,수렴 흡착제,Dioctahedral,포타겔[cite: 1]
[7. 소화기계질환],지사제,장운동억제제,Loperamide,로프민[cite: 1]
[7. 소화기계질환],지사제,살균성제제,Nifuroxazide,에세푸릴[cite: 1]
[7. 소화기계질환],지사제,흡착성 항균제,Racecadotril,하이드라섹산[cite: 1]
[7. 소화기계질환],지사제,흡착성 항균제,Racecadotril,라세카[cite: 1]
[7. 소화기계질환],지사제,기타,Bismuth,펩토무스[cite: 1]
[7. 소화기계질환],위장관 운동 조절제,소화관 운동 조절,Domperidone,돔페리돈[cite: 1]
[7. 소화기계질환],위장관 운동 조절제,소화관 운동 조절,Domperidone,멕시롱액[cite: 1]
[7. 소화기계질환],위장관 운동 조절제,소화관 운동 조절,Domperidone,알보젠돔페리돈[cite: 1]
[7. 소화기계질환],위장관 운동 조절제,소화관 운동 조절,Metoclopramide,맥페란[cite: 1]
[7. 소화기계질환],위장관 운동 조절제,소화관 운동 조절,Itopride,가나칸[cite: 1]
[7. 소화기계질환],위장관 운동 조절제,소화관 운동 조절,Levosulpiride,레보프라이드[cite: 1]
[7. 소화기계질환],위장관 운동 조절제,소화관 운동 조절,Mosapride,가스모틴[cite: 1]
[7. 소화기계질환],위장관 운동 조절제,소화관 운동 조절,현호색/견우자,모티리톤[cite: 1]
[7. 소화기계질환],위장관 운동 조절제,항콜린제,Trimebutine,포리부틴[cite: 1]
[7. 소화기계질환],위장관 운동 조절제,항콜린제,Trimebutine,포리부틴시럽[cite: 1]
[7. 소화기계질환],위장관 운동 조절제,항콜린제,Octylonium,메녹틸[cite: 1]
[7. 소화기계질환],위장관 운동 조절제,항콜린제,Chlordiazepoxide+Clidinium,리브락스[cite: 1]
[7. 소화기계질환],위장관 운동 조절제,세로토닌 수용체 작용약,Prucalopride,모비졸로[cite: 1]
[7. 소화기계질환],위장관 운동 조절제,세로토닌 수용체 작용약,Prucalopride,루칼로[cite: 1]
[7. 소화기계질환],위장관 운동 조절제,세로토닌 수용체 작용약,Ramosetron,나제아주[cite: 1]
[7. 소화기계질환],위장관 운동 조절제,기타,Aclatonium,아크라톤[cite: 1]
[7. 소화기계질환],위장관 운동 조절제,기타,Aclatonium,이리콜[cite: 1]
[7. 소화기계질환],진토제,5-HT3 길항제,Ramosetron,나제아주[cite: 1]
[7. 소화기계질환],진토제,5-HT3 길항제,Ramosetron,이리콜[cite: 1]
[7. 소화기계질환],진토제,5-HT3 길항제,Palonosetron,알록시주[cite: 1]
[7. 소화기계질환],진토제,5-HT3 길항제,Ondansetron,조프란[cite: 1]
[7. 소화기계질환],진토제,5-HT3 길항제,Granisetron,카이트릴[cite: 1]
[7. 소화기계질환],진토제,NK1 길항제,Aprepitant,에멘드[cite: 1]
[7. 소화기계질환],진토제,항히스타민제,Doxylamine+Pyridoxine,디클렉틴[cite: 1]
[7. 소화기계질환],진토제,항히스타민제,Dimenhydrinate,보나링[cite: 1]
[7. 소화기계질환],진토제,항히스타민제+혈액순환개선제,Dimenhydrinate+Cinnarizine,알레버트[cite: 1]
[7. 소화기계질환],진토제,항콜린제,Scopolamine,부스코판[cite: 1]
[7. 소화기계질환],진경제,항콜린제,Glycopyrrolate,모비눌주[cite: 1]
[7. 소화기계질환],진경제,항콜린제,Atropine,아트로핀주[cite: 1]
[7. 소화기계질환],진경제,항콜린제,Scopolamine,부스코판[cite: 1]
[7. 소화기계질환],진경제,항콜린제,Dicyclomine,싸이베린[cite: 1]
[7. 소화기계질환],진경제,항콜린제+Papaverine,Dicyclomine+Papaverine,이지[cite: 1]
[7. 소화기계질환],진경제,유도체 (진경),Papaverine,파파베린주[cite: 1]
[7. 소화기계질환],진경제,유도체 (진경),Fenoverine,펙사딘캡슐[cite: 1]
[7. 소화기계질환],진경제,유도체 (진경),Phloroglucinol,후로스판[cite: 1]
[7. 소화기계질환],진경제,Papaverine+장내가스제거제,Alverine+Simethicone,가네스판[cite: 1]
[7. 소화기계질환],진경제,Papaverine 계(IBS),Pinaverium,디세텔[cite: 1]
[7. 소화기계질환],진경제,기타,Tiropramide,티로파정[cite: 1]
[7. 소화기계질환],진경제,기타,Tiropramide,안티모딕주[cite: 1]
[7. 소화기계질환],염증성 장질환 치료제,-,Mesalazine,펜타사서방정[cite: 1]
[7. 소화기계질환],염증성 장질환 치료제,-,Mesalazine,펜타사좌약[cite: 1]
[7. 소화기계질환],염증성 장질환 치료제,-,Sulfasalazine,조피린장용정[cite: 1]
[7. 소화기계질환],염증성 장질환 치료제,-,Balsalazide,콜라잘[cite: 1]
[7. 소화기계질환],간장/담낭/췌장 치료제,간보호제,BDD+마늘유,펜넬[cite: 1]
[7. 소화기계질환],간장/담낭/췌장 치료제,간보호제,BDD,닛셀[cite: 1]
[7. 소화기계질환],간장/담낭/췌장 치료제,간보호제,BDD+Carnitine Orotate+비타민 B,고덱스[cite: 1]
[7. 소화기계질환],간장/담낭/췌장 치료제,간보호제,Glutathione,에바치온[cite: 1]
[7. 소화기계질환],간장/담낭/췌장 치료제,간보호제,Silymarin,레가론[cite: 1]
[7. 소화기계질환],간장/담낭/췌장 치료제,이담제,Ornithine-Aspartate,헤파멜즈[cite: 1]
[7. 소화기계질환],간장/담낭/췌장 치료제,이담제,Arginine,헬민 200[cite: 1]
[7. 소화기계질환],간장/담낭/췌장 치료제,이담제,Citric acid+Betaine+Arginine,헤파토스[cite: 1]
[7. 소화기계질환],간장/담낭/췌장 치료제,이담제,Citric acid+Betaine+Arginine,가네톡[cite: 1]
